FID,country,platformid,current_status,name,category,function,operator,location_blocks,primary_production,weight_sub,weight_top,production_start,valid_to,water_depth,coast_dist,remarks,the_geom
platforms.380,Netherlands,156909584,Operational,G17a-S1,Subsea steel,Subsea,NEPTUNE,G,Natural Gas,1000,55,01/01/2005,,30,72205.4714165,"Subsea installation installed in 2005  (Source SodM, 2005, p. 61 MEA 2005, p. 28)",POINT (54.0958301650001 5.40055520900006)
platforms.384,Netherlands,118117722,Operational,PL-L10-PC (verwijderd),Fixed steel,Production,NEPTUNE,L,Natural Gas,496,550,01/01/1974,,26.5,47169.8010351,Production stopped 01-01-2016,POINT (53.393888921 4.20233375300006)
platforms.385,Netherlands,310620297,Operational,K12-K,Fixed steel,Production,NEPTUNE,K,Natural Gas,1022,844,01/01/2007,,26,63225.1745975,,POINT (53.4235577810001 3.96167147300002)
platforms.387,Netherlands,118117746,Operational,K8-FA-1,Fixed steel,Production,NAM,K8-FA-1,Natural Gas,19243,53614,01/01/1976,,35,102146.567361,,POINT (53.5001108610001 3.37034512400004)
platforms.388,Netherlands,1103457999,Operational,K12-BP,Fixed steel,Production,NEPTUNE,K,Natural Gas,2120,7870,01/01/1987,,26.5,62924.5575081,"P.I. (production, compression, accommodation), former D15-FA-1",POINT (53.341254227 3.89723302100003)
platforms.391,Netherlands,118117637,Operational,PE-K5-PA,Fixed steel,Production,TOTAL,K05-A-01,Natural Gas,732,956,01/01/1994,,44.3,113366.6871,,POINT (53.696390492 3.33876191400003)
platforms.392,Netherlands,118117691,Operational,L05-B,Fixed steel,Production,WIN,L5,Natural Gas,1135,430,01/01/2003,,35,51492.9733166,,POINT (53.7050025510001 4.60361473900002)
platforms.394,Netherlands,1103471984,Operational,L10-AC,Fixed steel,Production,NGT,L10-B-01,Natural Gas,585,1300,01/01/1987,,27,47644.4307451,Compression,POINT (53.404332293 4.20252290800005)
platforms.395,Netherlands,160376959,Decommissioned,P02-NE (verwijderd),Fixed steel,Production,WIN,P02-04-S1,Natural Gas,1200,1100,01/01/1997,,30,77584.9344303,Re-used as Q4-B in 2002,POINT (52.9847428670001 3.49967943700005)
platforms.397,Netherlands,1090626122,Operational,L10-AR,Fixed steel,Production,NGT,L10-B-01,Natural Gas,380,515,01/01/1974,,27,47644.4307451,,POINT (53.404332293 4.20252290800005)
platforms.401,Netherlands,118117644,Operational,K06-GT,Fixed steel,Production,TOTAL,K06-06,Natural Gas,550,650,01/01/1999,,39.8,85728.853494,,POINT (53.7535600190001 3.91627878100007)
platforms.407,Netherlands,118117710,Operational,K12-BD,Fixed steel,Production,NEPTUNE,K,Natural Gas,765,805,01/01/1986,,26.5,62924.5575081,Wellhead,POINT (53.341254227 3.89723302100003)
platforms.408,Netherlands,389761228,Decommissioned,K13-B (verwijderd),Fixed steel,Production,WIN,K13-02,Natural Gas,400,570,,,25,107945.128241,P.C.,POINT (53.265282358 3.11573948200004)
platforms.410,Netherlands,118117721,Operational,L10-B,Fixed steel,Production,NEPTUNE,L,Natural Gas,494,550,01/01/1974,,26.5,48742.7092381,Wellhead,POINT (53.457629668 4.23323127400005)
platforms.413,Netherlands,118117682,Operational,F2-A-Hanze,Other,Production,DANA,NCP,Crude Oil,44000,5300,01/01/2001,,42,177097.845317,Steel Gravity Based Structure,POINT (54.9452947330001 4.57396825500007)
platforms.417,Netherlands,237671232,Operational,L05-C,Fixed steel,Production,WIN,L5,Natural Gas,510,660,01/01/2006,,35,48947.5116585,,POINT (53.6969446000001 4.64694667600003)
platforms.418,Netherlands,1103458002,Operational,K12-CC,Fixed steel,Production,NEPTUNE,K12-C-01,Natural Gas,585,1435,01/01/1987,,27.4,68146.4980412,Compression,POINT (53.459222013 3.90572746500004)
platforms.419,Netherlands,307342417,Operational,A12 Central Processing Platform,Fixed steel,Production,PETROGAS,A12-03,Natural Gas,1100,3274,01/01/2008,,29.5,240850.388263,,POINT (55.3996369490001 3.81145031000005)
platforms.425,Netherlands,118117650,Closed down,L07-A,Fixed steel,Production,TOTAL,L07-01,Natural Gas,461,375,01/01/1985,,34.5,66143.490024,,POINT (53.600275207 4.08366922500005)
platforms.427,Netherlands,389761220,Decommissioned,K10-C (verwijderd),Fixed steel,Production,WIN,K10-C-01,Natural Gas,740,1140,01/01/1981,,29,102840.93814,The same as nr 65 and this platform has been removed in 1997,POINT (53.403127537 3.28807238400003)
platforms.430,Netherlands,136190903,Operational,K2b-A,Fixed steel,Production,NEPTUNE,K,Natural Gas,1050,1310,01/01/2005,,43,112856.763878,"Production platform installed in 2005 (Source SodM 2005, p. 61 MEA 2005, p. 28)",POINT (53.94944629 3.66361245200005)
platforms.431,Netherlands,118117753,Operational,K15-FC-1,Fixed steel,Production,NAM,K15-FC-1,Natural Gas,9320,7464,01/01/1989,,25,67080.8971709,,POINT (53.2526973450001 3.76402236100006)
platforms.433,Netherlands,118117711,Operational,K12-C,Fixed steel,Production,NEPTUNE,K,Natural Gas,565,656,01/01/1984,,27.4,68146.4980412,Wellhead,POINT (53.459222013 3.90572746500004)
platforms.434,Netherlands,118117653,Operational,PE-L7-PH,Fixed steel,Production,TOTAL,L07-H-01,Natural Gas,374,523,01/01/1989,,36,64951.1011403,,POINT (53.625251029 4.14488081300004)
platforms.437,Netherlands,118117740,Decommissioned,K11-B (verwijderd),Fixed steel,Production,GDFP,K11-08,Natural Gas,665,725,01/01/1995,,29.2,82671.7157544,"Topside removed in 2005 (Source: SodM 2005, p. 62 MEA 2005, p. 28)",POINT (53.455522043 3.66284459200006)
platforms.441,Netherlands,389761103,Operational,L09-FA-1,Other,Production,NAM,L9-FA-1,Natural Gas,9000,5000,01/01/2008,,43.1,33458.5920979,Monotower,POINT (53.5500088060001 4.72955295200006)
platforms.442,Netherlands,118117696,Operational,P12-SW,Fixed steel,Production,WIN,P12,Natural Gas,565,500,01/01/1990,,28.1,48075.0636517,,POINT (52.4072283900001 3.75991522300006)
platforms.443,Netherlands,118117760,Operational,L13-FD-1,Fixed steel,Production,NAM,L13-FD-1,Natural Gas,7729,8672,01/01/1988,,26,38217.1852905,,POINT (53.2626562730001 4.24782380100004)
platforms.444,Netherlands,118117744,Operational,K07-FB-1,Fixed steel,Production,NAM,K07-02,Natural Gas,750,250,01/01/2003,,38,126527.378196,,POINT (53.6300321730001 3.06905824200004)
platforms.447,Netherlands,118117726,Operational,PL-L10-PG (verwijderd),Fixed steel,Production,NEPTUNE,L,Natural Gas,555,535,01/01/1984,,26.5,52832.3842647,Production stopped 01-01-2016,POINT (53.4912237840001 4.19675006700004)
platforms.448,Netherlands,118117698,Operational,Q04-A,Fixed steel,Production,WIN,Q4,Natural Gas,616,1081,01/01/2000,,23,25776.424977,,POINT (52.779724941 4.26804930600002)
platforms.450,Netherlands,118117700,Operational,Q04-C,Fixed steel,Production,WIN,Q4,Natural Gas,1865,2174,01/01/2003,,23,25796.6340631,,POINT (52.8263301380001 4.28466311500006)
platforms.451,Netherlands,118117702,Decommissioned,Q8-B (verwijderd),Fixed steel,Production,WIN,Q04-08,Natural Gas,140,240,01/01/1994,,16.9,12838.5573977,R.D.,POINT (52.6405802840001 4.43252857200002)
platforms.452,Netherlands,118117725,Operational,L10-F,Fixed steel,Production,NEPTUNE,L,Natural Gas,505,550,01/01/1980,,26.5,43325.7832956,Wellhead,POINT (53.387155541 4.26076913400004)
platforms.453,Netherlands,389761230,Decommissioned,K11-FA-1 (verwijderd),Fixed steel,Production,NAM,K11-02,Natural Gas,510,580,01/01/1977,,30,101408.099402,Removed in 1997,POINT (53.449489693 3.34269660700005)
platforms.454,Netherlands,118117766,Operational,P15-D,Fixed steel,Production,TAQA OFF,P15-16,Natural Gas,1015,6962,01/01/1993,,25,36750.0002095,,POINT (52.291074123 3.81775934100006)
platforms.455,Netherlands,684553983,Operational,PE-K5-PP,Fixed steel,Production,TOTAL,K05-A-01,Natural Gas,456,2359,01/01/1994,,40.3,113366.6871,P.I. bridge P-A 86,POINT (53.696390492 3.33876191400003)
platforms.459,Netherlands,118117645,Operational,K06-N,Fixed steel,Production,TOTAL,K06-N-01,Natural Gas,455,716,01/01/1993,,37.5,90394.9362659,,POINT (53.6994520320001 3.74923394800004)
platforms.460,Netherlands,118117688,Operational,L08-P,Fixed steel,Production,WIN,L8,Natural Gas,570,853,01/01/1994,,32.4,48354.6674136,,POINT (53.640850497 4.56396814100003)
platforms.464,Netherlands,118117750,Operational,K14-FB-1,Fixed steel,Production,NAM,K14-08,Natural Gas,6250,9992,01/01/1985,,27,75920.4082321,,POINT (53.1914964320001 3.57983135000006)
platforms.465,Netherlands,118117755,Operational,K15-FK-1,Fixed steel,Production,NAM,K15-FK-1,Natural Gas,5000,9000,01/01/2002,,27.4,56008.5569731,,POINT (53.2176487310001 3.92055647800004)
platforms.469,Netherlands,118117686,Operational,L08-Golf,Fixed steel,Production,WIN,L8,Natural Gas,690,2640,01/01/1988,,26.5,41769.5778009,"P.I. (production, compression, accommodation)",POINT (53.5819720050001 4.60532804300004)
platforms.471,Netherlands,118117648,Operational,PE-L4-PB,Fixed steel,Production,TOTAL,K06-02,Natural Gas,470,375,01/01/1985,,38.7,75780.5937401,,POINT (53.677061402 4.00252761900003)
platforms.475,Netherlands,118117757,Operational,L05-FA-1,Fixed steel,Production,NEPTUNE,L,Natural Gas,1200,2400,01/01/2009,,36,71488.9641051,,POINT (53.8115580670001 4.35275059900005)
platforms.476,Netherlands,1103472014,Operational,L7-Q,Fixed steel,Production,TOTAL,L07-C-01-S1,Natural Gas,455,1600,01/01/1977,,27.5,55794.0534642,Accommodation,POINT (53.5387592700001 4.20100263500007)
platforms.477,Netherlands,118117749,Operational,K14-FA-1P,Fixed steel,Production,NAM,K14-01,Natural Gas,1000,5700,01/01/1976,,26,76083.0183395,,POINT (53.2695018420001 3.62775703000005)
platforms.480,Netherlands,118117712,Operational,K12-D,Fixed steel,Production,NEPTUNE,K,Natural Gas,580,660,01/01/1985,,29.5,67882.1905305,Wellhead,POINT (53.4224139250001 3.88645109800007)
platforms.482,Netherlands,389761218,Decommissioned,P12-C (verwijderd),Fixed steel,Production,CLY,P12-C-02,Natural Gas,480,475,01/01/1990,,27,42652.2982076,,POINT (52.4096994970001 3.86106964200008)
platforms.485,Netherlands,118118127,Operational,F16-A,Fixed steel,Production,WIN,F16-E,Natural Gas,2397,3275,01/01/2005,,50,111534.37295,"Production platform installed in 2005 (Source SodM 2005, p. 61 MEA 2005, p. 28)",POINT (54.116668997 4.01249476200007)
platforms.486,Netherlands,118117727,Operational,L10-L,Fixed steel,Production,NEPTUNE,L,Natural Gas,620,550,01/01/1988,,27.1,49425.2142627,Wellhead,POINT (53.4192595760001 4.18488741600004)
platforms.488,Netherlands,118117652,Operational,PE-L7-PC,Fixed steel,Production,TOTAL,L07-C-01-S1,Natural Gas,660,725,01/01/1977,,27.5,55794.0534642,,POINT (53.5387592700001 4.20100263500007)
platforms.489,Netherlands,118117697,Decommissioned,P14-A (verwijderd),Fixed steel,Production,WIN,P14-A-04,Natural Gas,655,770,01/01/1993,,27.6,45928.6528685,,POINT (52.3251529890001 3.64231553300004)
platforms.500,Norway,271665,Operational,ULA QP,Fixed steel,Above water production,Aker BP ASA,NO_7/12,Crude Oil,4207,7942,01/10/1986,,71,231616.063283,JACKET 4 LEGS; QUARTER,POINT (57.1110806 2.84598330000006)
platforms.514,Norway,280961,Operational,VALHALL FLANKE SØR,Fixed steel,Above water production,Aker BP ASA,NO_2/11,Crude Oil,3650,2400,08/05/2003,,66.69999695,281698.242746,JACKET 4 LEGS; WELLHEAD,POINT (56.2277111000001 3.43739440000007)
platforms.516,Norway,272001,Decommissioned,EKOFISK R,Fixed steel,Above water production,ConocoPhillips Skandinavia AS,NO_2/4,Natural Gas,6464,4532,01/09/1977,,76.80000305,262768.890892,JACKET 8 LEGS,POINT (56.5506583000001 3.21171940000005)
platforms.557,Norway,281437,Closed down,ELDFISK FTP-FL,Fixed steel,Other,ConocoPhillips Skandinavia AS,NO_2/7,Crude Oil,671,150,01/08/1979,,70,276985.371412,JACKET TRIPOD; FLARE STACK,POINT (56.3737583000001 3.26726110000004)
platforms.560,Norway,277489,Operational,OSEBERG ØST,Fixed steel,Above water production,Equinor Energy AS,NO_30/6,Crude Oil,6782,9540,03/05/1999,,157,92467.8005761,JACKET 4 LEGS; DRILLING - PROCESSING - QUARTER,POINT (60.7004972 2.93521940000005)
platforms.566,Norway,277713,Operational,NJORD A,Floating steel,Above water production,Equinor Energy AS,NO_6407/7,Crude Oil,10701,15405,01/10/1997,,330,73848.4842263,SEMISUB STEEL; DRILLING - OIL PRODUCER - PROCESSING - QUARTER,POINT (64.2709889000001 7.20152220000006)
platforms.569,Norway,272589,Operational,STATFJORD B-OLS,Other,Other,Equinor Energy AS,NO_33/12,Crude Oil,3949,1449,01/08/1990,,146,144913.426747,LOADING SYSTEM; OFFLOADING,POINT (61.2244167000001 1.83864440000002)
platforms.574,Norway,364198,Operational,EKOFISK M,Fixed steel,Above water production,ConocoPhillips Skandinavia AS,NO_2/4,Crude Oil,7017,8970,23/10/2005,,78.40000153,262830.825223,JACKET 4 LEGS; OIL PRODUCER - PROCESSING - WELLHEAD,POINT (56.5453778 3.22304440000005)
platforms.580,Norway,271777,Operational,HEIMDAL,Fixed steel,Above water production,Equinor Energy AS,NO_25/4,Natural Gas,16200,20600,15/10/1985,,120,151909.426404,JACKET 8 LEGS; DISTRIBUTION - DRILLING - OIL PRODUCER - PROCESSING - QUARTER - WELLHEAD,POINT (59.5741611000001 2.22880560000004)
platforms.585,Norway,272365,Operational,SLEIPNER A,Gravity-based concrete,Above water production,Equinor Energy AS,NO_15/9,Natural Gas,241360,43822,01/10/1993,,83,197818.536407,CONDEEP 4 SHAFTS; DRILLING - PROCESSING - QUARTER,POINT (58.3673139000001 1.90861390000003)
platforms.595,Norway,277629,Operational,SLEIPNER T,Fixed steel,Above water production,Equinor Energy AS,NO_15/9,Natural Gas,6478,21804,01/04/1997,,82.5,197847.360339,JACKET 6 LEGS; PROCESSING,POINT (58.3686056000001 1.90648060000007)
platforms.601,Norway,280849,Operational,RINGHORNE,Fixed steel,Above water production,Vår Energi ASA,NO_25/8,Crude Oil,9164,12590,10/02/2003,,128.5,136505.734631,JACKET 4 LEGS; DRILLING - PROCESSING - QUARTER,POINT (59.2660583000001 2.44985830000007)
platforms.614,Norway,272085,Operational,SNORRE A,Floating steel,Above water production,Equinor Energy AS,NO_34/7,Crude Oil,17586,43435,03/08/1992,,335,130734.298078,TLP STEEL; DRILLING - PROCESSING - QUARTER,POINT (61.4493361 2.14434440000002)
platforms.625,Norway,272897,Operational,OSEBERG B,Fixed steel,Above water production,Equinor Energy AS,NO_30/9,Crude Oil,18800,15019,01/12/1988,,108,105093.422899,JACKET 8 LEGS; DRILLING,POINT (60.4933389000001 2.82825280000003)
platforms.631,Norway,271917,Operational,GULLFAKS B,Gravity-based concrete,Above water production,Equinor Energy AS,NO_34/10,Crude Oil,233000,27395,29/02/1988,,141,125283.816838,CONDEEP 4 SHAFTS; DRILLING - OIL PRODUCER - PROCESSING - QUARTER - STORAGE,POINT (61.2029167000001 2.20130000000006)
platforms.640,Norway,271273,Operational,STATFJORD A,Gravity-based concrete,Above water production,Equinor Energy AS,NO_33/9,Crude Oil,254000,41300,24/11/1979,,145,144580.03236,CONDEEP 3 SHAFTS; DRILLING - PROCESSING - QUARTER - STORAGE,POINT (61.2556833 1.85387500000007)
platforms.645,Norway,272617,Decommissioned,STATFJORD C-SPM,Other,Other,Equinor Energy AS,NO_33/9,Crude Oil,3949,1449,01/07/1984,,145,143445.504343,LOADING SYSTEM; OFFLOADING,POINT (61.2810556000001 1.88383330000005)
platforms.646,Norway,271609,Operational,ELDFISK B,Fixed steel,Above water production,ConocoPhillips Skandinavia AS,NO_2/7,Crude Oil,6234,12215,01/08/1979,,71,274459.993375,JACKET 12 LEGS; DRILLING - OIL PRODUCER - PROCESSING - QUARTER,POINT (56.4193306000001 3.21839440000002)
platforms.648,Norway,279365,Decommissioned,JOTUN B,Fixed steel,Above water production,Vår Energi ASA,NO_25/8,Crude Oil,9346,12182,21/10/1999,,127,142074.00532,JACKET 4 LEGS; DRILLING - WELLHEAD,POINT (59.4510194000001 2.36690830000003)
platforms.656,Norway,271581,Operational,ELDFISK A,Fixed steel,Above water production,ConocoPhillips Skandinavia AS,NO_2/7,Crude Oil,6200,10679,01/08/1979,,71,276744.741268,JACKET 12 LEGS; DRILLING - OIL PRODUCER - PROCESSING - QUARTER,POINT (56.3768806000001 3.26580280000007)
platforms.659,Norway,277405,Operational,BRAGE,Fixed steel,Above water production,Wintershall Dea Norge AS,NO_31/4,Crude Oil,13200,19200,23/09/1993,,136,92296.2343784,JACKET 8 LEGS; DRILLING - PROCESSING - QUARTER,POINT (60.5425583000001 3.04679720000007)
platforms.662,Norway,272421,Operational,HEIDRUN,Floating concrete,Above water production,Equinor Energy AS,NO_6507/7,Crude Oil,290000,65000,19/10/1995,,345,158665.314477,TLP CONCRETE; DRILLING - OIL PRODUCER - PROCESSING - QUARTER,POINT (65.3258333000001 7.31750000000005)
platforms.665,Norway,271833,Operational,GULLFAKS A,Gravity-based concrete,Above water production,Equinor Energy AS,NO_34/10,Crude Oil,340000,48590,21/12/1986,,133,125577.942493,CONDEEP 4 SHAFTS; DRILLING - OIL PRODUCER - PROCESSING - QUARTER - STORAGE,POINT (61.1761056 2.18915000000004)
platforms.676,Norway,271413,Operational,EKOFISK B,Fixed steel,Above water production,ConocoPhillips Skandinavia AS,NO_2/4,Crude Oil,5180,4643,01/10/1974,,74,261746.541403,JACKET 12 LEGS; DRILLING - OIL PRODUCER - PROCESSING - WELLHEAD,POINT (56.5653528 3.20368890000003)
platforms.682,Norway,277573,Decommissioned,HULDRA,Fixed steel,Above water production,Equinor Energy AS,NO_30/2,Natural Gas,7050,4100,21/11/2001,,125,102123.72906,JACKET 4 LEGS; OIL PRODUCER - WELLHEAD,POINT (60.855825 2.65032500000007)
platforms.704,Norway,272281,Decommissioned,EKOFISK FTP,Fixed steel,Above water production,ConocoPhillips Skandinavia AS,NO_2/4,Crude Oil,4780,7192,01/04/1974,,76.80000305,262988.067219,JACKET 8 LEGS; PROCESSING - RISER,POINT (56.5461806000001 3.21673890000005)
platforms.717,Norway,277601,Operational,SLEIPNER B,Fixed steel,Above water production,Equinor Energy AS,NO_15/9,Natural Gas,7062,4317,01/04/1997,,107.59999847,204504.955134,JACKET 4 LEGS; WELLHEAD,POINT (58.4179028 1.71789720000004)
platforms.724,Norway,278329,Operational,TROLL A,Gravity-based concrete,Above water production,Equinor Energy AS,NO_31/6,Natural Gas,528000,25375,15/05/1996,,302,53617.6004093,CONDEEP 4 SHAFTS; DRILLING - PROCESSING - QUARTER,POINT (60.6456389000001 3.72649440000004)
platforms.730,Norway,368635,Operational,KRISTIN,Floating steel,Above water production,Equinor Energy AS,NO_6406/2,Natural Gas,56628,19000,03/11/2005,,360,153627.457556,SEMISUB STEEL; GAS PRODUCER - OIL PRODUCER - PROCESSING - QUARTER,POINT (64.9939556 6.55134170000002)
platforms.733,Norway,272449,Closed down,VALHALL PCP,Fixed steel,Above water production,Aker BP ASA,NO_2/8,Crude Oil,7150,13300,01/06/1982,,74,279262.809479,JACKET 8 LEGS; PROCESSING,POINT (56.2775556 3.39663890000003)
platforms.739,Norway,281129,Decommissioned,EKOFISK BS1,Fixed steel,Other,ConocoPhillips Skandinavia AS,NO_2/4,Crude Oil,775,68,01/01/1972,,72,263067.098838,JACKET TRIPOD,POINT (56.5450833 3.21727780000003)
platforms.741,Norway,286029,Operational,ELDFISK B-FL,Fixed steel,Above water production,ConocoPhillips Skandinavia AS,NO_2/7,Crude Oil,718,150,01/08/1979,,70,274523.466815,JACKET TRIPOD; FLARE STACK,POINT (56.4182389000001 3.21944720000005)
