FID,munition_type,description,infoprov,thedate,dist_coast,geometry
munitions.618,Chemical,Moderate probability of chemical warfare object,https://www.iopan.gda.pl/MODUM/,2022,4309.71342,POINT (54.4727704700812 10.3505300596146)
munitions.619,Chemical,Low probability of chemical warfare object,https://www.iopan.gda.pl/MODUM/,2022,4295.042436,POINT (54.4727640102509 10.3490932100837)
munitions.620,Chemical,High probability of chemical warfare object,https://www.iopan.gda.pl/MODUM/,2022,4231.759351,POINT (54.4724010600609 10.346682769794)
munitions.621,Chemical,High probability of chemical warfare object,https://www.iopan.gda.pl/MODUM/,2022,4310.604728,POINT (54.4727723496642 10.350598519606)
munitions.622,Chemical,High probability of chemical warfare object,https://www.iopan.gda.pl/MODUM/,2022,4379.663749,POINT (54.4736463800764 10.3478059303994)
munitions.623,Chemical,Low probability of chemical warfare object,https://www.iopan.gda.pl/MODUM/,2022,4308.626639,POINT (54.4730999798802 10.3466789197964)
munitions.624,Chemical,High probability of chemical warfare object,https://www.iopan.gda.pl/MODUM/,2022,4236.143294,POINT (54.4724831699624 10.3462025201302)
munitions.625,Chemical,Moderate probability of chemical warfare object,https://www.iopan.gda.pl/MODUM/,2022,4131.885726,POINT (54.4716409503696 10.3450061798914)
munitions.626,Chemical,High probability of chemical warfare object,https://www.iopan.gda.pl/MODUM/,2022,4249.082272,POINT (54.4726000800297 10.3462102596958)
munitions.627,Chemical,Moderate probability of chemical warfare object,https://www.iopan.gda.pl/MODUM/,2022,4241.697072,POINT (54.4727180800754 10.3440357898199)
munitions.628,Chemical,High probability of chemical warfare object,https://www.iopan.gda.pl/MODUM/,2022,4239.645312,POINT (54.4724649496977 10.3467711497688)
munitions.629,Chemical,Moderate probability of chemical warfare object,https://www.iopan.gda.pl/MODUM/,2022,4153.207323,POINT (54.4716990996338 10.3465471996935)
munitions.630,Chemical,Low probability of chemical warfare object,https://www.iopan.gda.pl/MODUM/,2022,7514.853113,POINT (54.8248335798059 10.1455859696168)
munitions.631,Chemical,Low probability of chemical warfare object,https://www.iopan.gda.pl/MODUM/,2022,7608.564708,POINT (54.8243897400945 10.1469213999027)
munitions.632,Chemical,Moderate probability of chemical warfare object,https://www.iopan.gda.pl/MODUM/,2022,7369.466724,POINT (54.8269164195572 10.1462276403934)
munitions.633,Chemical,Moderate probability of chemical warfare object,https://www.iopan.gda.pl/MODUM/,2022,7721.011357,POINT (54.8256091200649 10.1518112800666)
munitions.634,Chemical,High probability of chemical warfare object,https://www.iopan.gda.pl/MODUM/,2022,7224.3853,POINT (54.8281468000349 10.1452087004212)
munitions.635,Chemical,Low probability of chemical warfare object,https://www.iopan.gda.pl/MODUM/,2022,10901.30316,POINT (54.8075323197608 10.1935204300239)
munitions.636,Chemical,High probability of chemical warfare object,https://www.iopan.gda.pl/MODUM/,2022,10759.58261,POINT (54.8068505599055 10.1862362595958)
munitions.637,Chemical,Moderate probability of chemical warfare object,https://www.iopan.gda.pl/MODUM/,2022,10638.46602,POINT (54.8074821600737 10.1846509598739)
munitions.638,Chemical,Moderate probability of chemical warfare object,https://www.iopan.gda.pl/MODUM/,2022,27433.63451,POINT (55.3185070496607 15.629522410331)
munitions.639,Chemical,Moderate probability of chemical warfare object,https://www.iopan.gda.pl/MODUM/,2022,27358.47852,POINT (55.3171469500717 15.6283184600289)
munitions.640,Chemical,Low probability of chemical warfare object,https://www.iopan.gda.pl/MODUM/,2022,27317.48316,POINT (55.3168468499023 15.6276664902164)
munitions.641,Chemical,High probability of chemical warfare object,https://www.iopan.gda.pl/MODUM/,2022,27210.78169,POINT (55.3177372902438 15.6260023199512)
munitions.642,Chemical,Moderate probability of chemical warfare object,https://www.iopan.gda.pl/MODUM/,2022,27302.3249,POINT (55.3191505298731 15.6274589500705)
munitions.643,Chemical,Low probability of chemical warfare object,https://www.iopan.gda.pl/MODUM/,2022,27116.21295,POINT (55.3182505998853 15.624519669747)
munitions.644,Chemical,Low probability of chemical warfare object,https://www.iopan.gda.pl/MODUM/,2022,27317.49595,POINT (55.3161930697544 15.6276509202538)
munitions.645,Chemical,Moderate probability of chemical warfare object,https://www.iopan.gda.pl/MODUM/,2022,27363.4028,POINT (55.3159105900018 15.6283663003645)
munitions.646,Chemical,High probability of chemical warfare object,https://www.iopan.gda.pl/MODUM/,2022,27490.14112,POINT (55.317439870054 15.6303978301958)
munitions.647,Chemical,Moderate probability of chemical warfare object,https://www.iopan.gda.pl/MODUM/,2022,27430.60934,POINT (55.3184519895677 15.6294742003741)
munitions.648,Chemical,High probability of chemical warfare object,https://www.iopan.gda.pl/MODUM/,2022,27356.93275,POINT (55.3171586295671 15.6282943402117)
munitions.649,Chemical,Low probability of chemical warfare object,https://www.iopan.gda.pl/MODUM/,2022,27319.60051,POINT (55.3168084299651 15.6276989998091)
munitions.650,Chemical,High probability of chemical warfare object,https://www.iopan.gda.pl/MODUM/,2022,27209.58384,POINT (55.3177488699145 15.6259836302404)
munitions.651,Chemical,Low probability of chemical warfare object,https://www.iopan.gda.pl/MODUM/,2022,27296.45387,POINT (55.3178525599477 15.6273535396342)
munitions.652,Chemical,Moderate probability of chemical warfare object,https://www.iopan.gda.pl/MODUM/,2022,27368.42337,POINT (55.3190892500689 15.6284997903331)
munitions.653,Chemical,High probability of chemical warfare object,https://www.iopan.gda.pl/MODUM/,2022,27435.48129,POINT (55.3188339199495 15.6295543704379)
munitions.654,Chemical,High probability of chemical warfare object,https://www.iopan.gda.pl/MODUM/,2022,27304.58176,POINT (55.319126499988 15.6274943698693)
munitions.655,Chemical,Low probability of chemical warfare object,https://www.iopan.gda.pl/MODUM/,2022,27260.0653,POINT (55.3187118198946 15.6267902600625)
munitions.656,Chemical,Moderate probability of chemical warfare object,https://www.iopan.gda.pl/MODUM/,2022,27412.59819,POINT (55.3164897003394 15.6291565103647)
munitions.657,Chemical,Moderate probability of chemical warfare object,https://www.iopan.gda.pl/MODUM/,2022,27395.04118,POINT (55.3166252200779 15.6288831803146)
munitions.658,Chemical,High probability of chemical warfare object,https://www.iopan.gda.pl/MODUM/,2022,27380.8198,POINT (55.3167003998037 15.6286609002804)
munitions.659,Chemical,Moderate probability of chemical warfare object,https://www.iopan.gda.pl/MODUM/,2022,27368.5847,POINT (55.3168857599699 15.6284722800717)
munitions.660,Chemical,Moderate probability of chemical warfare object,https://www.iopan.gda.pl/MODUM/,2022,27334.70668,POINT (55.3167848704255 15.6279364298225)
munitions.661,Chemical,Low probability of chemical warfare object,https://www.iopan.gda.pl/MODUM/,2022,27338.9433,POINT (55.3171960701426 15.6280117003797)
munitions.662,Chemical,Low probability of chemical warfare object,https://www.iopan.gda.pl/MODUM/,2022,27284.05937,POINT (55.317177660121 15.62714681967)
munitions.663,Chemical,Moderate probability of chemical warfare object,https://www.iopan.gda.pl/MODUM/,2022,27285.84091,POINT (55.317690080333 15.6271838996173)
munitions.664,Chemical,High probability of chemical warfare object,https://www.iopan.gda.pl/MODUM/,2022,27239.69445,POINT (55.3176373800611 15.6264561700163)
munitions.665,Chemical,High probability of chemical warfare object,https://www.iopan.gda.pl/MODUM/,2022,27224.68236,POINT (55.3180135799628 15.6262252699803)
munitions.666,Chemical,Low probability of chemical warfare object,https://www.iopan.gda.pl/MODUM/,2022,27237.87841,POINT (55.3182038099579 15.626435560253)
munitions.667,Chemical,High probability of chemical warfare object,https://www.iopan.gda.pl/MODUM/,2022,27240.71003,POINT (55.3178617896899 15.6264756097617)
munitions.668,Chemical,Moderate probability of chemical warfare object,https://www.iopan.gda.pl/MODUM/,2022,27302.95651,POINT (55.3176786202721 15.6274533203145)
munitions.669,Chemical,Low probability of chemical warfare object,https://www.iopan.gda.pl/MODUM/,2022,27291.15049,POINT (55.3173510700959 15.6272617800072)
munitions.670,Chemical,High probability of chemical warfare object,https://www.iopan.gda.pl/MODUM/,2022,27357.21538,POINT (55.3171018301854 15.6282976704012)
munitions.671,Chemical,Moderate probability of chemical warfare object,https://www.iopan.gda.pl/MODUM/,2022,27369.9169,POINT (55.3169159304259 15.6284939096662)
munitions.672,Chemical,High probability of chemical warfare object,https://www.iopan.gda.pl/MODUM/,2022,27396.47177,POINT (55.3165879602662 15.6289048395867)
munitions.673,Chemical,Low probability of chemical warfare object,https://www.iopan.gda.pl/MODUM/,2022,27399.69612,POINT (55.3162958595663 15.6289484297263)
munitions.674,Chemical,Moderate probability of chemical warfare object,https://www.iopan.gda.pl/MODUM/,2022,27396.03356,POINT (55.316669990128 15.628899850148)
munitions.675,Chemical,Low probability of chemical warfare object,https://www.iopan.gda.pl/MODUM/,2022,27402.44402,POINT (55.316957380179 15.62900715006)
munitions.676,Chemical,Low probability of chemical warfare object,https://www.iopan.gda.pl/MODUM/,2022,27375.81421,POINT (55.3168848903255 15.6285861396387)
munitions.677,Chemical,Moderate probability of chemical warfare object,https://www.iopan.gda.pl/MODUM/,2022,27337.5368,POINT (55.317301020126 15.6279915303849)
munitions.678,Chemical,Low probability of chemical warfare object,https://www.iopan.gda.pl/MODUM/,2022,27233.99415,POINT (55.318463199617 15.6263772697952)
munitions.679,Chemical,Moderate probability of chemical warfare object,https://www.iopan.gda.pl/MODUM/,2022,27341.43881,POINT (55.3174999303776 15.6280565396776)
munitions.680,Chemical,Moderate probability of chemical warfare object,https://www.iopan.gda.pl/MODUM/,2022,27413.63003,POINT (55.3171577302451 15.6291874101709)
munitions.681,Chemical,High probability of chemical warfare object,https://www.iopan.gda.pl/MODUM/,2022,27379.08617,POINT (55.3175273201298 15.6286500202822)
munitions.682,Chemical,High probability of chemical warfare object,https://www.iopan.gda.pl/MODUM/,2022,27338.85246,POINT (55.3178709196073 15.6280216603714)
munitions.683,Chemical,Moderate probability of chemical warfare object,https://www.iopan.gda.pl/MODUM/,2022,27320.90617,POINT (55.3180666903256 15.6277416699422)
munitions.684,Chemical,Moderate probability of chemical warfare object,https://www.iopan.gda.pl/MODUM/,2022,27298.69963,POINT (55.318255670263 15.6273942195676)
munitions.685,Chemical,Low probability of chemical warfare object,https://www.iopan.gda.pl/MODUM/,2022,27306.73281,POINT (55.3187675400899 15.6275258200606)
munitions.686,Chemical,Low probability of chemical warfare object,https://www.iopan.gda.pl/MODUM/,2022,27240.07771,POINT (55.3189125800516 15.6264769704359)
munitions.687,Chemical,High probability of chemical warfare object,https://www.iopan.gda.pl/MODUM/,2022,27315.15672,POINT (55.3185668500801 15.6276567496593)
munitions.688,Chemical,Moderate probability of chemical warfare object,https://www.iopan.gda.pl/MODUM/,2022,27298.19109,POINT (55.3184673203106 15.627388529557)
munitions.689,Chemical,Moderate probability of chemical warfare object,https://www.iopan.gda.pl/MODUM/,2022,27339.19313,POINT (55.3180543300434 15.6280295600162)
munitions.690,Chemical,Low probability of chemical warfare object,https://www.iopan.gda.pl/MODUM/,2022,27386.74019,POINT (55.3179863799675 15.6287775999064)
munitions.691,Chemical,Low probability of chemical warfare object,https://www.iopan.gda.pl/MODUM/,2022,27400.23557,POINT (55.318264829858 15.6289936997995)
munitions.692,Chemical,High probability of chemical warfare object,https://www.iopan.gda.pl/MODUM/,2022,27308.92473,POINT (55.3187605100895 15.6275602901753)
munitions.693,Chemical,Low probability of chemical warfare object,https://www.iopan.gda.pl/MODUM/,2022,27292.99767,POINT (55.3192539896799 15.6273125404414)
munitions.694,Chemical,Moderate probability of chemical warfare object,https://www.iopan.gda.pl/MODUM/,2022,27295.72975,POINT (55.3193145500265 15.6273558401)
munitions.695,Chemical,High probability of chemical warfare object,https://www.iopan.gda.pl/MODUM/,2022,27306.64927,POINT (55.3189640095814 15.627525949563)
munitions.696,Chemical,Moderate probability of chemical warfare object,https://www.iopan.gda.pl/MODUM/,2022,27351.39794,POINT (55.3184895902224 15.628226859582)
munitions.697,Chemical,Low probability of chemical warfare object,https://www.iopan.gda.pl/MODUM/,2022,27492.65635,POINT (55.3174749499091 15.6304380595689)
munitions.698,Chemical,Low probability of chemical warfare object,https://www.iopan.gda.pl/MODUM/,2022,27512.53373,POINT (55.3178184198842 15.6307566803765)
munitions.699,Chemical,Moderate probability of chemical warfare object,https://www.iopan.gda.pl/MODUM/,2022,27438.35539,POINT (55.3190016300213 15.6296008204216)
munitions.700,Chemical,Moderate probability of chemical warfare object,https://www.iopan.gda.pl/MODUM/,2022,27376.41824,POINT (55.3191996904134 15.6286263204484)
munitions.701,Chemical,Moderate probability of chemical warfare object,https://www.iopan.gda.pl/MODUM/,2022,27775.01092,POINT (55.3089509102564 15.6344832595948)
munitions.702,Chemical,High probability of chemical warfare object,https://www.iopan.gda.pl/MODUM/,2022,27905.61311,POINT (55.3092836297358 15.6365669995674)
munitions.703,Chemical,Low probability of chemical warfare object,https://www.iopan.gda.pl/MODUM/,2022,28017.57493,POINT (55.3084481001997 15.6382671103389)
munitions.704,Chemical,High probability of chemical warfare object,https://www.iopan.gda.pl/MODUM/,2022,27987.39616,POINT (55.3099333899141 15.6379028498367)
munitions.705,Chemical,High probability of chemical warfare object,https://www.iopan.gda.pl/MODUM/,2022,27986.60012,POINT (55.3099344699999 15.6378903798372)
munitions.706,Chemical,Low probability of chemical warfare object,https://www.iopan.gda.pl/MODUM/,2022,27877.06365,POINT (55.3103839295748 15.6361948897824)
munitions.707,Chemical,Low probability of chemical warfare object,https://www.iopan.gda.pl/MODUM/,2022,27845.63109,POINT (55.3101961898024 15.635686850168)
munitions.708,Chemical,Low probability of chemical warfare object,https://www.iopan.gda.pl/MODUM/,2022,27765.03239,POINT (55.3105785095906 15.6344423197573)
munitions.709,Chemical,Moderate probability of chemical warfare object,https://www.iopan.gda.pl/MODUM/,2022,27737.83881,POINT (55.3100257898583 15.6339763396364)
munitions.710,Chemical,High probability of chemical warfare object,https://www.iopan.gda.pl/MODUM/,2022,27720.12086,POINT (55.3104080403988 15.6337232497282)
munitions.711,Chemical,Low probability of chemical warfare object,https://www.iopan.gda.pl/MODUM/,2022,27868.43334,POINT (55.3107401501379 15.6360822802731)
munitions.712,Chemical,Low probability of chemical warfare object,https://www.iopan.gda.pl/MODUM/,2022,28054.4039,POINT (55.3104765399604 15.6389957095844)
munitions.713,Chemical,High probability of chemical warfare object,https://www.iopan.gda.pl/MODUM/,2022,28055.5103,POINT (55.3096770300709 15.6389582096537)
munitions.714,Chemical,Low probability of chemical warfare object,https://www.iopan.gda.pl/MODUM/,2022,28173.46818,POINT (55.309742679681 15.6408219098033)
munitions.715,Chemical,Low probability of chemical warfare object,https://www.iopan.gda.pl/MODUM/,2022,28190.43647,POINT (55.3102124603369 15.6411218103233)
munitions.716,Chemical,Low probability of chemical warfare object,https://www.iopan.gda.pl/MODUM/,2022,28163.04062,POINT (55.311023840378 15.6407426102833)
